,created_at,favorite_count,id_str,in_reply_to_user_id_str,is_retweet,retweet_count,source,text
0,Sat Dec 31 18:59:04 +0000 2016,0,815271067749060609,,True,9529,Twitter for iPhone,"RT @realDonaldTrump: Happy Birthday @DonaldJTrumpJr!
https://t.co/uRxyCD3hBz"
1,Sat Dec 31 18:58:12 +0000 2016,55601,815270850916208644,,False,9529,Twitter for iPhone,"Happy Birthday @DonaldJTrumpJr!
https://t.co/uRxyCD3hBz"
2,Sat Dec 31 13:17:21 +0000 2016,350860,815185071317676033,,False,141853,Twitter for Android,"Happy New Year to all, including to my many enemies and those who have fought me and lost so badly they just don't know what to do. Love!"
3,Fri Dec 30 22:18:18 +0000 2016,84254,814958820980039681,,False,23213,Twitter for Android,"Russians are playing @CNN and @NBCNews for such fools - funny to watch, they don't have a clue! @FoxNews totally gets it!"
4,Fri Dec 30 19:46:55 +0000 2016,25336,814920722208296960,,False,7366,Twitter for iPhone,"Join @AmerIcan32, founded by Hall of Fame legend @JimBrownNFL32 on 1/19/2017 in Washington, D.C.… https://t.co/9WJZ8iTCQV"
5,Fri Dec 30 19:41:33 +0000 2016,97669,814919370711461890,,False,34415,Twitter for Android,Great move on delay (by V. Putin) - I always knew he was very smart!
6,Thu Dec 29 14:54:21 +0000 2016,45609,814484710025994241,,False,11330,Twitter for iPhone,My Administration will follow two simple rules: https://t.co/ZWk0j4H8Qy
7,Wed Dec 28 22:06:28 +0000 2016,51857,814231064847728640,,False,13919,Twitter for iPhone,'Economists say Trump delivered hope' https://t.co/SjGBgglIuQ
8,Wed Dec 28 14:25:11 +0000 2016,117710,814114980983427073,,False,34542,Twitter for Android,"not anymore. The beginning of the end was the horrible Iran deal, and now this (U.N.)! Stay strong Israel, January 20th is fast approaching!"
9,Wed Dec 28 14:19:46 +0000 2016,106626,814113616110751744,,False,30237,Twitter for Android,"We cannot continue to let Israel be treated with such total disdain and disrespect. They used to have a great friend in the U.S., but......."
10,Wed Dec 28 14:07:13 +0000 2016,117900,814110460761018368,,False,31799,Twitter for Android,Doing my best to disregard the many inflammatory President O statements and roadblocks.Thought it was going to be a smooth transition - NOT!
11,Wed Dec 28 03:10:07 +0000 2016,78521,813945096269860866,,False,19159,Twitter for Android,"The U.S. Consumer Confidence Index for December surged nearly four points to 113.7, THE HIGHEST LEVEL IN MORE THAN 15 YEARS! Thanks Donald!"
12,Tue Dec 27 21:52:29 +0000 2016,99838,813865160163098628,,False,23222,Twitter for Android,"President Obama campaigned hard (and personally) in the very important swing states, and lost.The voters wanted to MAKE AMERICA GREAT AGAIN!"
13,Tue Dec 27 03:06:59 +0000 2016,67470,813581917215977473,,False,15256,Twitter for Android,"The DJT Foundation, unlike most foundations, never paid fees, rent, salaries or any expenses. 100% of money goes to wonderful charities!"
14,Tue Dec 27 02:53:20 +0000 2016,71643,813578484572450816,,False,17414,Twitter for Android,"I gave millions of dollars to DJT Foundation, raised or recieved millions more, ALL of which is given to charity, and media won't report!"
15,Mon Dec 26 23:32:28 +0000 2016,128341,813527932165558273,,False,30090,Twitter for iPhone,The world was gloomy before I won - there was no hope. Now the market is up nearly 10% and Christmas spending is over a trillion dollars!
16,Mon Dec 26 21:41:58 +0000 2016,77746,813500123053490176,,False,22128,Twitter for Android,"The United Nations has such great potential but right now it is just a club for people to get together, talk and have a good time. So sad!"
17,Mon Dec 26 21:36:28 +0000 2016,91300,813498739923054593,,False,22240,Twitter for Android,"President Obama said that he thinks he would have won against me. He should say that but I say NO WAY! - jobs leaving, ISIS, OCare, etc."
18,Sun Dec 25 17:48:48 +0000 2016,212467,813079058896535552,,False,50193,Twitter for Android,"Merry Christmas and a very, very, very , very Happy New Year to everyone!"
19,Sun Dec 25 12:46:41 +0000 2016,151610,813003030186622976,,False,42571,Twitter for iPhone,#MerryChristmas https://t.co/5GgDmJrGMS
20,Sun Dec 25 00:21:08 +0000 2016,5871,812815404175421445,,False,1482,Twitter for Android,".@FoxNews - ""Objectified"" tonight at 10:00 P.M. Enjoy!"
21,Sat Dec 24 21:44:32 +0000 2016,84565,812775995837218816,,False,22072,Twitter for iPhone,Happy #Hanukkah https://t.co/UvZwtykV1E
22,Sat Dec 24 21:33:27 +0000 2016,83507,812773204561379330,,False,19826,Twitter for Android,"The big loss yesterday for Israel in the United Nations will make it much harder to negotiate peace.Too bad, but we will get it done anyway!"
23,Sat Dec 24 20:59:30 +0000 2016,62856,812764662500622336,,False,16670,Twitter for Android,".@NBCNews purposely left out this part of my nuclear qoute: ""until such time as the world comes to its senses regarding nukes.""  Dishonest!"
24,Sat Dec 24 00:13:02 +0000 2016,112957,812450976670121985,,False,31749,Twitter for Android,"Vladimir Putin said today about Hillary and Dems: ""In my opinion, it is humiliating. One must be able to lose with dignity.""  So true!"
25,Fri Dec 23 21:23:00 +0000 2016,65946,812408189492797442,,False,17989,Twitter for Android,"slaughter you. This is a purely religious threat, which turned into reality. Such hatred! When will the U.S., and all countries, fight back?"
26,Fri Dec 23 21:17:42 +0000 2016,51789,812406855469252608,,False,18801,Twitter for Android,"The terrorist who killed so many people in Germany said just before crime, ""by God's will we will slaughter you pigs, I swear, we will......"
27,Fri Dec 23 20:14:34 +0000 2016,98907,812390964740427776,,False,33870,Twitter for iPhone,"As to the U.N., things will be different after Jan. 20th."
28,Fri Dec 23 11:58:36 +0000 2016,64566,812266152684650496,,False,14571,Twitter for Android,"my presidency. Isn't this a ridiculous shame? He loves these kids, has raised millions of dollars for them, and now must stop. Wrong answer!"
29,Fri Dec 23 11:53:05 +0000 2016,54251,812264762981675008,,False,15510,Twitter for Android,"My wonderful son, Eric, will no longer be allowed to raise money for children with cancer because of a possible conflict of interest with..."
30,Fri Dec 23 01:59:58 +0000 2016,120217,812115501791006720,,False,31424,Twitter for Android,"The so-called ""A"" list celebrities are all wanting tixs to the inauguration, but look what they did for Hillary, NOTHING. I want the PEOPLE!"
31,Thu Dec 22 22:26:05 +0000 2016,62693,812061677160202240,,False,14954,Twitter for Android,"Based on the tremendous cost and cost overruns of the Lockheed Martin F-35, I have asked Boeing to price-out a comparable F-18 Super Hornet!"
32,Thu Dec 22 16:50:30 +0000 2016,72946,811977223326625792,,False,21281,Twitter for Android,The United States must greatly strengthen and expand its nuclear capability until such time as the world comes to its senses regarding nukes
33,Thu Dec 22 16:41:52 +0000 2016,74086,811975049431416832,,False,19444,Twitter for Android,"Someone incorrectly stated that the phrase ""DRAIN THE SWAMP"" was no longer being used by me. Actually, we will always be trying to DTS."
34,Thu Dec 22 13:37:04 +0000 2016,35766,811928543366148096,,False,10377,Twitter for iPhone,The resolution being considered at the United Nations Security Council regarding Israel should be vetoed....cont: https://t.co/s8rXKKZNF1
35,Thu Dec 22 03:39:33 +0000 2016,65961,811778176120668160,,False,13101,Twitter for Android,"I met some really great Air Force GENERALS and Navy ADMIRALS today, talking about airplane capability and pricing. Very impressive people!"
36,Wed Dec 21 13:29:38 +0000 2016,82587,811564284706689024,,False,20374,Twitter for Android,I have not heard any of the pundits or commentators discussing the fact that I spent FAR LESS MONEY on the win than Hillary on the loss!
37,Wed Dec 21 13:24:29 +0000 2016,54341,811562990285848576,,False,12051,Twitter for Android,"I would have done even better in the election, if that is possible, if the winner was based on popular vote - but would campaign differently"
38,Wed Dec 21 13:15:14 +0000 2016,68734,811560662853939200,,False,16033,Twitter for Android,Campaigning to win the Electoral College is much more difficult &amp; sophisticated than the popular vote. Hillary focused on the wrong states!
39,Tue Dec 20 20:27:57 +0000 2016,68359,811307169043849216,,False,15663,Twitter for Android,"Yes, it is true - Carlos Slim, the great businessman from Mexico, called me about getting together for a meeting. We met, HE IS A GREAT GUY!"
40,Tue Dec 20 13:09:18 +0000 2016,42412,811196778779463684,,False,8936,Twitter for Android,"especially how to get people, even with an unlimited budget, out to vote in the vital swing states ( and more). They focused on wrong states"
41,Tue Dec 20 13:03:59 +0000 2016,79039,811195441710764032,,False,18772,Twitter for Android,"Bill Clinton stated that I called him after the election. Wrong, he called me (with a very nice congratulations). He ""doesn't know much"" ..."
42,Tue Dec 20 02:50:25 +0000 2016,74081,811041034323054592,,False,15417,Twitter for iPhone,"""@mike_pence: Congratulations to @RealDonaldTrump; officially elected President of the United States today by the Electoral College!"""
43,Tue Dec 20 02:46:01 +0000 2016,50087,811039925571354624,,False,10436,Twitter for iPhone,"""@Franklin_Graham: Congratulations to President-elect @realDonaldTrump--the electoral votes are in and it's official."" Thank you Franklin!"
44,Tue Dec 20 01:31:21 +0000 2016,0,811021135483699201,,True,9181,Twitter for iPhone,RT @DanScavino: #TrumpTrain🚂💨🇺🇸🇺🇸🇺🇸🇺🇸 https://t.co/qAQdBGEwSv
45,Mon Dec 19 23:51:41 +0000 2016,223249,810996052241293312,,False,59296,Twitter for Android,"We did it! Thank you to all of my great supporters, we just officially won the election (despite all of the distorted and inaccurate media)."
46,Mon Dec 19 23:21:11 +0000 2016,114387,810988379051610112,,False,39339,Twitter for Android,"Today there were terror attacks in Turkey, Switzerland and Germany - and it is only getting worse. The civilized world must change thinking!"
47,Sun Dec 18 21:54:40 +0000 2016,135369,810604216771284992,,False,36450,Twitter for Android,"If my many supporters acted and threatened people like those who lost the election are doing, they would be scorned &amp; called terrible names!"
48,Sun Dec 18 00:59:25 +0000 2016,65643,810288321880555520,,False,17978,Twitter for Android,We should tell China that we don't want the drone they stole back.- let them keep it!
49,Sun Dec 18 00:12:05 +0000 2016,54845,810276411177107456,,False,12972,Twitter for iPhone,"Thank you Alabama! From now on, it’s going to be #AmericaFirst. Our goal is to bring back that wonderful phrase:… https://t.co/4UAazd7TmF"
50,Sat Dec 17 21:17:39 +0000 2016,0,810232514749075456,,True,3750,Twitter for iPhone,"RT @DanScavino: Join President-elect Trump LIVE from Mobile, Alabama via his #Facebook page! #ThankYouTour2016 
Watch: https://t.co/btzN080…"
51,Sat Dec 17 13:57:20 +0000 2016,60926,810121703288410112,,False,19390,Twitter for iPhone,China steals United States Navy research drone in international waters - rips it out of water and takes it to China in unprecedented act.
52,Sat Dec 17 13:20:23 +0000 2016,40187,810112407309844480,,False,8227,Twitter for Android,"Mobile, Alabama today at 3:00 P.M. Last rally of the year - ""THANK YOU ALABAMA AND THE SOUTH"" Biggest of all crowds expected, see you there!"
53,Sat Dec 17 13:07:22 +0000 2016,35184,810109131537481728,,False,7098,Twitter for Android,"""@EazyMF_E: @realDonaldTrump Many people are now saying you will be an extremely successful president! #MakeAmericaGreatAgain""  Thank you!"
54,Sat Dec 17 13:05:02 +0000 2016,36034,810108542921408512,,False,6411,Twitter for Android,"Last night in Orlando, Florida, was incredible - massive crowd - THANK YOU FLORIDA! Today at 3:00 P.M. I will be in Alabama for last rally!"
55,Sat Dec 17 03:52:01 +0000 2016,43359,809969373754654721,,False,11064,Twitter for iPhone,Thank you Florida. My Administration will follow two simple rules: BUY AMERICAN and HIRE AMERICAN! #ICYMI- Watch:… https://t.co/3vgtzSJsFu
56,Fri Dec 16 16:54:28 +0000 2016,27831,809803893920165892,,False,7043,Twitter for iPhone,"#ThankYouTour2016 

Tonight- Orlando, Florida 
Tickets: https://t.co/JwQeccp79N

Tomorrow- Mobile, Alabama
Tickets:… https://t.co/Cq5AwcuzT9"
57,Fri Dec 16 16:03:09 +0000 2016,70675,809790978332786689,,False,18146,Twitter Web Client,"Well, we all did it, together! I hope the ""MOVEMENT"" fans will go to D.C. on Jan 20th for the swearing in. Let's set the all time record!"
58,Fri Dec 16 11:09:19 +0000 2016,109285,809717035353722880,,False,33487,Twitter for Android,Are we talking about the same cyberattack where it was revealed that head of the DNC illegally gave Hillary the questions to the debate?
59,Fri Dec 16 01:32:56 +0000 2016,38166,809571983428120577,,False,8906,Twitter for iPhone,"Thank you Pennsylvania! Together, we are going to MAKE AMERICA GREAT AGAIN! Watch here: https://t.co/7R382qWfWS… https://t.co/yB6u5FEfHq"
60,Thu Dec 15 22:27:16 +0000 2016,22280,809525257371578369,,False,5573,Twitter for iPhone,"Join me in Mobile, Alabama on Sat. at 3pm! #ThankYouTour2016 
Tickets: https://t.co/GGgbjl8Zo6 https://t.co/opKrWO4k0C"
61,Thu Dec 15 14:24:29 +0000 2016,124069,809403760099422208,,False,40668,Twitter for iPhone,"If Russia, or some other entity, was hacking, why did the White House wait so long to act? Why did they only complain after Hillary lost?"
62,Thu Dec 15 13:28:54 +0000 2016,60839,809389774066814976,,False,13779,Twitter for Android,"The media tries so hard to make my move to the White House, as it pertains to my business, so complex - when actually it isn't!"
63,Thu Dec 15 13:09:14 +0000 2016,57035,809384826193276928,,False,10718,Twitter for Android,"Thank you to Time Magazine and Financial Times for naming me ""Person of the Year"" - a great honor!"
64,Thu Dec 15 13:05:55 +0000 2016,37361,809383989018497024,,False,8908,Twitter for Android,"Has anyone looked at the really poor numbers of @VanityFair Magazine. Way down, big trouble, dead! Graydon Carter, no talent, will be out!"
65,Wed Dec 14 18:07:55 +0000 2016,57955,809097603010981888,,False,14126,Twitter Web Client,.@BillGates and @JimBrownNFL32 in my Trump Tower office yesterday- two great guys! https://t.co/4PjSOEU5y9
66,Wed Dec 14 03:48:55 +0000 2016,42663,808881429715316737,,False,9687,Twitter for iPhone,"Thank you Wisconsin! My Administration will be focused on three very important words: jobs, jobs, jobs! Watch:… https://t.co/iEGWZLuiFE"
67,Wed Dec 14 00:52:40 +0000 2016,0,808837073423794176,,True,3624,Twitter for iPhone,"RT @DanScavino: Join #PEOTUS Trump &amp; #VPEOTUS Pence live in West Allis, Wisconsin! 
#ThankYouTour2016 #MAGA
https://t.co/vU5EPIYKUc https:/…"
68,Tue Dec 13 21:33:53 +0000 2016,23396,808787048144453632,,False,6250,Twitter for iPhone,"Join me this Saturday at Ladd–Peebles Stadium in Mobile, Alabama! 
#ThankYouTour2016 

Tickets:… https://t.co/1RFmKCMgyw"
69,Tue Dec 13 12:44:06 +0000 2016,58936,808653723639697408,,False,14653,Twitter for Android,The thing I like best about Rex Tillerson is that he has vast experience at dealing successfully with all types of foreign governments.
70,Tue Dec 13 11:57:35 +0000 2016,77773,808642018612310016,,False,18233,Twitter for Android,Wisconsin and Pennsylvania have just certified my wins in those states. I actually picked up additional votes!
71,Tue Dec 13 11:43:38 +0000 2016,76990,808638507161882624,,False,23120,Twitter for Android,"I have chosen one of the truly great business leaders of the world, Rex Tillerson, Chairman and CEO of ExxonMobil, to be Secretary of State."
72,Tue Dec 13 04:41:33 +0000 2016,46885,808532286664822784,,False,10461,Twitter for Android,"I will hold a press conference in the near future to discuss the business, Cabinet picks and all other topics of interest. Busy times!"
73,Tue Dec 13 04:32:01 +0000 2016,42985,808529888630239232,,False,9693,Twitter for Android,"Presidency. Two of my children, Don and Eric, plus executives, will manage them. No new deals will be done during my term(s) in office."
74,Tue Dec 13 04:26:13 +0000 2016,55971,808528428123254785,,False,12083,Twitter for Android,"Even though I am not mandated by law to do so, I will be leaving my busineses before January 20th so that I can focus full time on the......"
75,Tue Dec 13 00:33:05 +0000 2016,63246,808469755749339136,,False,16675,Twitter for Android,I will be making my announcement on the next Secretary of State tomorrow morning.
76,Mon Dec 12 23:40:48 +0000 2016,105021,808456602076545025,,False,29567,Twitter for Android,The final Wisconsin vote is in and guess what - we just picked up an additional 131 votes. The Dems and Green Party can now rest. Scam!
77,Mon Dec 12 22:25:52 +0000 2016,27048,808437742904418304,,False,7803,Twitter for iPhone,"#ThankYouTour2016 

Tue: West Allis, WI. 

Thur: Hershey, PA. 

Fri: Orlando, FL. 

Sat: Mobile, AL. 

Tickets:… https://t.co/OJ8S7iVzFx"
78,Mon Dec 12 13:26:13 +0000 2016,60204,808301935728230404,,False,16338,Twitter for Android,The F-35 program and cost is out of control. Billions of dollars can and will be saved on military (and other) purchases after January 20th.
79,Mon Dec 12 13:21:20 +0000 2016,60049,808300706914594816,,False,15776,Twitter for Android,"Unless you catch ""hackers"" in the act, it is very hard to determine who was doing the hacking. Why wasn't this brought up before election?"
80,Mon Dec 12 13:17:54 +0000 2016,108230,808299841147248640,,False,34274,Twitter for Android,Can you imagine if the election results were the opposite and WE tried to play the Russia/CIA card. It would be called conspiracy theory!
81,Mon Dec 12 01:02:14 +0000 2016,72028,808114703922843649,,False,19928,Twitter for Android,"Just watched @NBCNightlyNews - So biased, inaccurate and bad, point after point. Just can't get much worse, although @CNN is right up there!"
82,Mon Dec 12 00:32:28 +0000 2016,27885,808107215492091904,,False,5389,Twitter for Android,Will be interviewed on @FoxNews at 10:00 P.M. Enjoy!
83,Sun Dec 11 15:29:10 +0000 2016,52460,807970490635743237,,False,12304,Twitter for Android,"Whether I choose him or not for ""State""- Rex Tillerson, the Chairman &amp; CEO of ExxonMobil, is a world class player and dealmaker. Stay tuned!"
84,Sun Dec 11 13:51:47 +0000 2016,51114,807945982633709570,,False,9851,Twitter for Android,"I spent Friday campaigning with John Kennedy, of the Great State of Louisiana, for the U.S.Senate. The election is over - JOHN WON!"
85,Sun Dec 11 13:12:06 +0000 2016,79228,807935995316408322,,False,13091,Twitter for Android,"Being at the Army - Navy Game was fantastic. There is nothing like the spirit in that stadium. A wonderful experience, and congrats to Army!"
86,Sun Dec 11 12:56:18 +0000 2016,30187,807932020236124160,,False,5636,Twitter for Android,I will be interviewed today on Fox News Sunday with Chris Wallace at 10:00 (Eastern) Network. ENJOY!
87,Sat Dec 10 19:09:28 +0000 2016,0,807663539116802048,,True,5874,Twitter for iPhone,"RT @FoxNewsSunday: Sunday-- our exclusive interview with President-elect @realDonaldTrump 
Watch on @FoxNews at 2p/10p ET 
Check your local…"
88,Sat Dec 10 19:09:13 +0000 2016,27721,807663477322027008,,False,7237,Twitter for iPhone,October 2015 - thanks Chris Wallace @FoxNewsSunday! https://t.co/VEsgPcWq7z
89,Sat Dec 10 18:41:12 +0000 2016,0,807656426374103041,,True,6634,Twitter for iPhone,RT @TrumpInaugural: Counting down the days until the swearing in of @realDonaldTrump &amp; @mike_pence. Check in here for the latest updates. #…
90,Sat Dec 10 14:14:23 +0000 2016,31500,807589280071684096,,False,12362,Twitter for iPhone,"A very interesting read. Unfortunately, so much is true.
https://t.co/ER2BoM765M"
91,Sat Dec 10 14:11:49 +0000 2016,75035,807588632877998081,,False,25193,Twitter for iPhone,"Reports by @CNN that I will be working on The Apprentice during my Presidency, even part time, are ridiculous &amp; untrue - FAKE NEWS!"
92,Sat Dec 10 12:38:24 +0000 2016,106381,807565127021109252,,False,18630,Twitter for Android,"As a show of support for our Armed Forces, I will be going to The Army-Navy Game today. Looking forward to it, should be fun!"
93,Sat Dec 10 11:27:22 +0000 2016,49710,807547249681166336,,False,11255,Twitter for Android,I have NOTHING to do with The Apprentice except for fact that I conceived it with Mark B &amp; have a big stake in it. Will devote ZERO TIME!
94,Sat Dec 10 11:19:24 +0000 2016,30158,807545243608420352,,False,7176,Twitter for Android,".@RudyGiuliani, one of the finest people I know and a former GREAT Mayor of N.Y.C., just took himself out of consideration for ""State""."
95,Sat Dec 10 03:30:50 +0000 2016,38254,807427326522884096,,False,9137,Twitter for iPhone,"Thank you Michigan. We are going to bring back your jobs &amp; together, we will MAKE AMERICA GREAT AGAIN!
Watch:… https://t.co/EyLOo26FqW"
96,Fri Dec 09 22:13:21 +0000 2016,36425,807347429062443009,,False,9048,Twitter for iPhone,Thank you Louisiana! Get out &amp; vote for John Kennedy tomorrow. Electing Kennedy will help enact our agenda on behal… https://t.co/sHXeyreEZI
97,Fri Dec 09 19:42:30 +0000 2016,23051,807309464705630208,,False,5347,Twitter for iPhone,"Join me live in Louisiana! Tomorrow, we need you to go to the polls &amp; send John Kennedy to the U.S. Senate. https://t.co/O0jtz0BKeL"
98,Fri Dec 09 03:02:04 +0000 2016,40714,807057700857188355,,False,9404,Twitter for iPhone,"THANK YOU IOWA!
#ThankYouTour2016 https://t.co/v6EB2OQMeO"
99,Thu Dec 08 23:12:11 +0000 2016,20652,806999846674698240,,False,5904,Twitter for iPhone,"Join me tomorrow! #MAGA 
10am- Baton Rouge, LA. 
Tickets: https://t.co/rvIQ6Yq45P
7pm- Grand Rapids, MI.
Tickets: https://t.co/2UTwAg5V87"
100,Thu Dec 08 22:55:24 +0000 2016,21863,806995622117122048,,False,4076,Twitter for iPhone,"On my way to Des Moines, Iowa- will see you soon with @mike_pence. Join us! Tickets: https://t.co/1IuRTVwMSx #ThankYouTour2016"
101,Thu Dec 08 21:15:52 +0000 2016,95348,806970576359325696,,False,20155,Twitter for iPhone,Today we lost a great pioneer of air and space in John Glenn. He was a hero and inspired generations of future explorers. He will be missed.
102,Thu Dec 08 01:56:40 +0000 2016,57293,806678853305384960,,False,14048,Twitter for Android,"If United Steelworkers 1999 was any good, they would have kept those jobs in Indiana. Spend more time working-less time talking. Reduce dues"
103,Thu Dec 08 00:41:48 +0000 2016,49838,806660011904614408,,False,12817,Twitter for Android,"Chuck Jones, who is President of United Steelworkers 1999, has done a terrible job representing workers. No wonder companies flee country!"
104,Wed Dec 07 19:37:32 +0000 2016,27305,806583438748815361,,False,6322,Twitter for iPhone,"Join me tomorrow in Des Moines, Iowa with Vice President-Elect @mike_pence - at 7:00pm!
#ThankYouTour2016 #MAGA… https://t.co/Geq6sT70IT"
105,Wed Dec 07 18:38:00 +0000 2016,77162,806568460620857349,,False,18545,Twitter for iPhone,"We pause today to remember the 2,403 American heroes who selflessly gave their lives at Pearl Harbor 75 years ago...
https://t.co/r5eRLR24Q3"
106,Wed Dec 07 12:18:56 +0000 2016,32203,806473064703725568,,False,5342,Twitter for Android,I will be interviewed on the @TODAYshow at 7:30. Enjoy!
107,Wed Dec 07 03:33:20 +0000 2016,36249,806340792247795715,,False,7661,Twitter for iPhone,"A great night in Fayetteville, North Carolina. Thank you! #ICYMI watch here: https://t.co/ZAuTgxKPpb https://t.co/EF9xRWmciA"
108,Tue Dec 06 21:17:45 +0000 2016,70289,806246271405162500,,False,14190,Twitter for iPhone,"Departing New York with General James 'Mad Dog' Mattis for tonight's rally in Fayetteville, North Carolina! See you… https://t.co/Z8sgJBWI09"
109,Tue Dec 06 19:10:27 +0000 2016,48486,806214236053667842,,False,13140,Twitter Web Client,Masa said he would never do this had we (Trump) not won the election!
110,Tue Dec 06 19:09:49 +0000 2016,88915,806214078465245185,,False,28709,Twitter Web Client,"Masa (SoftBank) of Japan has agreed to invest $50 billion in the U.S. toward businesses and 50,000 new jobs...."
111,Tue Dec 06 16:45:27 +0000 2016,26789,806177746397306883,,False,6525,Twitter for iPhone,"Join me tonight in Fayetteville, North Carolina at 7pm! 
#ThankYouTour2016 
Tickets: https://t.co/79AHq3NC0v https://t.co/KoZCE7JeG7"
112,Tue Dec 06 13:52:35 +0000 2016,141634,806134244384899072,,False,42984,Twitter for Android,"Boeing is building a brand new 747 Air Force One for future presidents, but costs are out of control, more than $4 billion. Cancel order!"
113,Mon Dec 05 23:06:43 +0000 2016,27009,805911307270713348,,False,8156,Twitter for iPhone,"#ThankYouTour2016 

12/6- North Carolina
https://t.co/79AHq3NC0v

12/8- Iowa
https://t.co/1IuRTVwMSx

12/9- Michiga… https://t.co/vcQaIJ8qoB"
114,Mon Dec 05 16:00:27 +0000 2016,141203,805804034309427200,,False,38653,Twitter Web Client,"If the press would cover me accurately &amp; honorably, I would have far less reason to ""tweet."" Sadly, I don't know if that will ever happen!"
115,Mon Dec 05 13:53:11 +0000 2016,107202,805772007220645888,,False,27205,Twitter for iPhone,I am thrilled to nominate Dr. @RealBenCarson as our next Secretary of the US Dept. of Housing and Urban Development… https://t.co/OJKuDFhP3r
116,Sun Dec 04 22:30:22 +0000 2016,51993,805539770864693253,,False,14475,Twitter for Android,their country (the U.S. doesn't tax them) or to build a massive military complex in the middle of the South China Sea?  I don't think so!
117,Sun Dec 04 22:23:55 +0000 2016,67532,805538149157969924,,False,20602,Twitter for Android,"Did China ask us if it was OK to devalue their currency (making it hard for our companies to compete), heavily tax our products going into.."
118,Sun Dec 04 21:47:21 +0000 2016,31397,805528947190616065,,False,6499,Twitter for Android,".@FoxNews will be re-running ""Objectified: Donald Trump,"" the ratings hit produced by the great Harvey Levin of TMZ, at 8:00 P.M. Enjoy!"
119,Sun Dec 04 18:58:43 +0000 2016,95381,805486509914779649,,False,25524,Twitter for Android,The Green Party just dropped its recount suit in Pennsylvania and is losing votes in Wisconsin recount. Just a Stein scam to raise money!
120,Sun Dec 04 12:23:27 +0000 2016,58188,805387038048612356,,False,14892,Twitter for Android,expensive mistake! THE UNITED STATES IS OPEN FOR BUSINESS
121,Sun Dec 04 12:21:01 +0000 2016,42184,805386422807105536,,False,10315,Twitter for Android,"these companies are able to move between all 50 states, with no tax or tariff being charged. Please be forewarned prior to making a very ..."
122,Sun Dec 04 12:05:35 +0000 2016,40464,805382541343653888,,False,9654,Twitter for Android,"wanting to sell their product, cars, A.C. units etc., back across the border. This tax will make leaving financially difficult, but....."
123,Sun Dec 04 11:57:41 +0000 2016,48467,805380553008680961,,False,12287,Twitter for Android,"without retribution or consequence, is WRONG! There will be a tax on our soon to be strong border of 35% for these companies ......"
124,Sun Dec 04 11:49:06 +0000 2016,46329,805378393537658880,,False,11997,Twitter for Android,"fires its employees, builds a new factory or plant in the other country, and then thinks it will sell its product back into the U.S.  ......"
125,Sun Dec 04 11:41:47 +0000 2016,53412,805376548882776064,,False,13697,Twitter for Android,"The U.S. is going to substantialy reduce taxes and regulations on businesses, but any business that leaves our country for another country,"
126,Sun Dec 04 05:13:58 +0000 2016,115332,805278955150471168,,False,27987,Twitter for Android,"Just tried watching Saturday Night Live - unwatchable! Totally biased, not funny and the Baldwin impersonation just can't get any worse. Sad"
127,Sat Dec 03 19:13:01 +0000 2016,39351,805127720749383680,,False,9224,Twitter for iPhone,"Our great VPE, @mike_pence, is in Louisiana campaigning for John Kennedy for US Senate. John will be a tremendous help to us in Washington."
128,Sat Dec 03 19:09:40 +0000 2016,39057,805126876779913216,,False,9800,Twitter for iPhone,State Treasurer John Kennedy is my choice for US Senator from Louisiana. Early voting today; election next Saturday.
129,Sat Dec 03 16:37:27 +0000 2016,37901,805088569765359616,,False,9328,Twitter for Android,"""@TigerWoods: Can’t wait to get back out there and mix it up with the boys. –TW #heroworldchallenge"" Great to have you back Tiger - Special!"
130,Sat Dec 03 03:06:41 +0000 2016,64422,804884532671430658,,False,17475,Twitter for Android,Rexnord of Indiana is moving to Mexico and rather viciously firing all of its 300 workers. This is happening all over our country. No more!
131,Sat Dec 03 01:41:30 +0000 2016,122905,804863098138005504,,False,38805,Twitter for Android,Interesting how the U.S. sells Taiwan billions of dollars of military equipment but I should not accept a congratulatory call.
132,Sat Dec 03 00:44:20 +0000 2016,111106,804848711599882240,,False,24700,Twitter for Android,The President of Taiwan CALLED ME today to wish me congratulations on winning the Presidency. Thank you!
133,Fri Dec 02 02:45:18 +0000 2016,72196,804516764562374656,,False,17283,Twitter for iPhone,"Thank you Ohio! Together, we made history – and now, the real work begins. America will start winning again!… https://t.co/sVNSNJE7Uf"
134,Thu Dec 01 22:52:10 +0000 2016,31256,804458095569158144,,False,5564,Twitter for iPhone,"Heading to U.S. Bank Arena in Cincinnati, Ohio for a 7pm rally. 
Join me! Tickets: https://t.co/HiWqZvHv6M"
135,Thu Dec 01 14:38:09 +0000 2016,57249,804333771021570048,,False,9834,Twitter for Android,Getting ready to leave for the Great State of Indiana and meet the hard working and wonderful people of Carrier A.C.
136,Thu Dec 01 14:37:57 +0000 2016,65724,804333718999539712,,False,12077,Twitter for iPhone,My thoughts and prayers are with those affected by the tragic storms and tornadoes in the Southeastern United States. Stay safe!
137,Thu Dec 01 03:48:35 +0000 2016,67597,804170300908781570,,False,12632,Twitter for Android,Look forward to going to Indiana tomorrow in order to be with the great workers of Carrier. They will sell many air conditioners!
